Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Total Claim Amount,Policy Type,Vehicle Class,Customer,State,Customer Lifetime Value,Education,Gender,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Total Claim Amount,Vehicle Class
JA41698,Nevada,M,Bachelor,309953.80%,0.0,102.0,1/5/00,Corporate Auto,SUV,862.762957,SV28347,California,M,High School or Below,848533.00%,32607.0,111.0,1/1/00,532.8,Corporate Auto,SUV,KS12294,California,15994.008,Bachelor,M,0,159,0,Personal Auto,1410.16929,SUV
NX18774,Oregon,M,Bachelor,841568.46%,55308.0,107.0,1/0/00,Corporate Auto,SUV,513.6,IC78105,Arizona,F,High School or Below,774464.44%,26444.0,196.0,1/0/00,940.8,Personal Auto,Luxury Car,US89453,California,9022.08313,College,M,0,125,0,Personal Auto,988.535078,SUV
DA69469,Oregon,F,College,2684312.45%,36068.0,97.0,1/0/00,Personal Auto,Two-Door Car,113.367765,RB28630,Oregon,F,High School or Below,589490.74%,39381.0,74.0,1/1/00,355.2,Personal Auto,Four-Door Car,XK39439,California,4759.664624,College,M,0,81,3,Personal Auto,388.8,Four-Door Car
CN23147,Oregon,M,Bachelor,1305717.07%,48804.0,112.0,1/1/00,Corporate Auto,Four-Door Car,537.6,KA32645,Nevada,M,College,577068.41%,0.0,83.0,1/0/00,946.345269,Personal Auto,Four-Door Car,VJ71087,Arizona,3993.882994,Bachelor,M,17672,110,0,Personal Auto,792.0,SUV
RA68844,Oregon,M,College,959995.02%,0.0,131.0,1/0/00,Personal Auto,SUV,943.2,QD73891,Oregon,M,High School or Below,526111.75%,90217.0,66.0,1/1/00,316.8,Personal Auto,Four-Door Car,FM54600,Washington,18853.73945,High School or Below,F,0,173,0,Corporate Auto,1245.6,SUV
GH42026,Oregon,M,Bachelor,853510.89%,55790.0,111.0,1/0/00,Personal Auto,SUV,117.672722,LM58949,Oregon,M,High School or Below,240353.95%,24248.0,70.0,1/3/00,336.0,Personal Auto,Four-Door Car,UV43859,Oregon,8840.193762,High School or Below,F,47297,115,4,Personal Auto,796.130111,SUV
BD16530,Arizona,F,Bachelor,829348.19%,70258.0,69.0,1/0/00,Personal Auto,Four-Door Car,225.145949,YG40323,Arizona,M,Bachelor,912460.00%,99368.0,113.0,1/0/00,82.427785,Personal Auto,Four-Door Car,JP28293,California,6696.903521,Doctor,F,57240,83,0,Corporate Auto,83.652384,Four-Door Car
JH91579,Oregon,F,Bachelor,684615.03%,0.0,95.0,1/0/00,Personal Auto,Two-Door Car,456.0,EP82214,Arizona,F,High School or Below,2618080.53%,68189.0,82.0,1/1/00,343.121192,Special Auto,Four-Door Car,UV48189,California,8476.082867,Bachelor,M,28181,109,0,Personal Auto,523.2,SUV
WK23685,Oregon,F,Bachelor,663685.98%,47274.0,83.0,1/1/00,Corporate Auto,Four-Door Car,182.432565,EO91797,Nevada,F,Master,1564125.86%,32370.0,130.0,1/0/00,487.736171,Corporate Auto,SUV,ZA34848,Arizona,5205.748188,Bachelor,F,31275,66,0,Personal Auto,316.8,Two-Door Car
GR62267,Washington,F,College,560908.25%,44705.0,71.0,1/0/00,Personal Auto,Two-Door Car,148.173152,RU50098,Arizona,F,Master,257402.04%,34990.0,65.0,1/0/00,42.689135,Personal Auto,Four-Door Car,FA57012,California,6141.961623,College,M,0,182,0,Special Auto,1310.4,Luxury Car
PI78084,Arizona,M,High School or Below,507732.09%,0.0,73.0,1/0/00,Personal Auto,Two-Door Car,525.6,QW10541,California,F,High School or Below,531983.87%,25714.0,67.0,1/0/00,321.6,Personal Auto,Two-Door Car,GU82757,California,4376.363592,Bachelor,F,63774,111,0,Corporate Auto,60.036683,Four-Door Car
GF97874,Washington,F,Master,527562.70%,70446.0,65.0,1/0/00,Personal Auto,Four-Door Car,155.570802,SB50826,Oregon,M,College,749600.66%,61091.0,95.0,1/0/00,409.868003,Personal Auto,Two-Door Car,KW12214,Oregon,12375.02163,High School or Below,M,78441,103,0,Personal Auto,613.866905,SUV
ZH19885,Washington,F,High School or Below,251459.20%,43860.0,65.0,1/0/00,Personal Auto,Four-Door Car,156.124914,XX29952,Arizona,M,College,1217458.96%,88184.0,104.0,1/3/00,240.176533,Personal Auto,Four-Door Car,EG97649,Oregon,3451.10244,College,F,0,104,2,Personal Auto,499.2,SUV
UK25655,Oregon,F,Bachelor,343525.01%,64348.0,86.0,1/0/00,Personal Auto,Two-Door Car,212.391975,AT93647,California,F,College,260557.08%,60252.0,65.0,1/0/00,182.436205,Personal Auto,Four-Door Car,YB42706,Nevada,8107.26533,College,M,0,76,0,Corporate Auto,364.8,Two-Door Car
QR45101,Oregon,M,Bachelor,662461.18%,0.0,62.0,1/0/00,Corporate Auto,Two-Door Car,297.6,QP56563,Oregon,M,College,270720.85%,80985.0,67.0,1/0/00,124.933587,Personal Auto,Four-Door Car,WV74449,Washington,8662.048958,College,F,0,117,0,Personal Auto,511.422666,SUV
EL93539,California,M,Master,575744.23%,88997.0,72.0,1/0/00,Special Auto,Four-Door Car,174.041566,UF88986,Washington,F,College,279490.75%,39783.0,72.0,1/0/00,345.6,Personal Auto,Two-Door Car,AZ77669,Oregon,8696.907111,High School or Below,M,91423,109,1,Personal Auto,435.796252,SUV
EE99484,Washington,F,High School or Below,251459.20%,43860.0,65.0,1/0/00,Corporate Auto,Four-Door Car,156.124914,TY43440,California,M,High School or Below,881901.89%,99845.0,110.0,1/1/00,528.0,Personal Auto,SUV,FM25704,Oregon,2535.266473,Bachelor,M,86933,63,0,Corporate Auto,269.563038,Two-Door Car
DP46882,California,F,High School or Below,288645.16%,10312.0,78.0,1/0/00,Corporate Auto,Four-Door Car,486.278557,NJ15094,Washington,F,Bachelors,534599.46%,0.0,72.0,1/0/00,345.6,Personal Auto,Four-Door Car,UR34922,California,5633.741543,Doctor,M,65255,72,2,Personal Auto,321.457124,Four-Door Car
WP41146,California,F,High School or Below,534143.88%,0.0,72.0,1/1/00,Personal Auto,Four-Door Car,345.6,MM45334,Oregon,F,College,816951.40%,40803.0,71.0,1/3/00,122.912377,Personal Auto,Four-Door Car,RA17555,Oregon,5176.730072,High School or Below,M,41533,65,0,Corporate Auto,232.879766,Four-Door Car
TK60799,Arizona,F,High School or Below,416001.81%,96263.0,103.0,1/0/00,Personal Auto,SUV,1.924709,KH93988,Oregon,F,College,770888.39%,71134.0,98.0,1/3/00,196.37368,Personal Auto,Two-Door Car,AW71157,California,5531.723723,College,M,50097,71,0,Personal Auto,17.484679,Four-Door Car
DN29808,California,F,College,284624.54%,28919.0,72.0,1/0/00,Corporate Auto,Four-Door Car,518.4,RY38931,Arizona,M,Bachelor,552821.28%,36088.0,72.0,1/0/00,345.6,Personal Auto,Four-Door Car,IN91592,California,2810.671023,Bachelor,F,73858,72,3,Personal Auto,422.59237,Four-Door Car
SS59521,Oregon,F,College,477025.66%,0.0,68.0,1/1/00,Personal Auto,Two-Door Car,326.4,CV48634,Nevada,M,College,1212844.67%,29431.0,103.0,1/0/00,237.896227,Personal Auto,SUV,WX37953,Oregon,2780.729047,College,F,94943,69,0,Personal Auto,387.545055,Four-Door Car
NG66579,Oregon,M,Bachelor,505961.62%,41869.0,64.0,1/0/00,Personal Auto,Two-Door Car,262.12205,TN76120,Washington,M,Bachelors,552821.28%,36088.0,72.0,1/0/00,345.6,Personal Auto,Four-Door Car,NL85206,California,2572.452634,College,F,72685,68,5,Personal Auto,14.464783,Four-Door Car
TC14209,Arizona,F,High School or Below,909574.46%,0.0,128.0,1/0/00,Personal Auto,SUV,921.6,ZS96174,Oregon,M,College,679684.48%,17937.0,65.0,1/0/00,312.0,Personal Auto,Two-Door Car,PR23514,California,7664.219255,College,M,60184,199,1,Personal Auto,161.61574,Luxury SUV
ED50963,California,F,High School or Below,268886.40%,32808.0,68.0,1/1/00,Personal Auto,Four-Door Car,541.695658,MI62456,Arizona,F,Bachelor,286731.22%,23376.0,78.0,1/0/00,374.4,Personal Auto,Four-Door Car,XZ23352,California,3839.746159,High School or Below,F,0,106,0,Corporate Auto,763.2,SUV
GP40701,California,F,Bachelor,827763.76%,79780.0,68.0,1/0/00,Personal Auto,Four-Door Car,326.4,DD44177,California,F,Doctor,239557.00%,21986.0,63.0,1/0/00,333.696228,Personal Auto,Two-Door Car,MX80067,California,2509.268453,High School or Below,M,74045,64,0,Personal Auto,307.2,Four-Door Car
CP98451,Oregon,F,College,905793.53%,91025.0,112.0,1/0/00,Personal Auto,SUV,327.682669,NX31380,Arizona,F,Bachelor,709416.77%,23032.0,89.0,1/0/00,427.2,Corporate Auto,Four-Door Car,HR10835,Nevada,14566.09246,High School or Below,M,52564,122,0,Personal Auto,42.131925,SUV
NX52648,California,F,High School or Below,380175.04%,33043.0,95.0,1/0/00,Personal Auto,Two-Door Car,456.0,KQ43374,Oregon,F,College,412809.13%,32114.0,104.0,1/0/00,445.29049,Corporate Auto,SUV,FR15942,Washington,3220.775528,Bachelor,M,19098,87,0,Personal Auto,417.6,Two-Door Car
ZC32510,Arizona,M,High School or Below,933934.16%,69442.0,118.0,1/3/00,Personal Auto,Four-Door Car,1265.570302,XA54112,California,M,Bachelor,404693.61%,13330.0,117.0,1/0/00,561.6,Corporate Auto,SUV,GX22886,Arizona,3199.824902,College,M,78784,80,0,Personal Auto,239.964694,Four-Door Car
NG27780,Oregon,M,College,252012.32%,0.0,70.0,1/0/00,Corporate Auto,Four-Door Car,63.043197,QB14087,California,F,College,486928.28%,44934.0,61.0,1/0/00,357.926979,Personal Auto,Four-Door Car,HQ70429,Washington,16045.10952,College,F,0,65,0,Personal Auto,163.046956,Two-Door Car
HN95240,Arizona,F,College,498409.53%,0.0,70.0,1/0/00,Corporate Auto,Four-Door Car,336.0,FV42881,Oregon,F,College,290215.19%,96137.0,73.0,1/2/00,67.490616,Corporate Auto,Two-Door Car,YT84266,Oregon,4918.916267,College,M,29256,63,0,Personal Auto,302.4,Four-Door Car
EB59129,Oregon,F,Bachelor,259574.80%,47234.0,65.0,1/0/00,Personal Auto,Four-Door Car,15.631363,AV76907,Oregon,F,College,428294.80%,40864.0,109.0,1/1/00,166.937747,Personal Auto,SUV,GH48715,Arizona,5623.757656,High School or Below,F,77912,71,1,Corporate Auto,23.89816,Four-Door Car
RA70851,Oregon,M,High School or Below,743769.33%,86863.0,92.0,1/0/00,Personal Auto,Four-Door Car,441.6,VM85555,California,F,College,775012.03%,22668.0,67.0,1/1/00,33.718553,Personal Auto,Four-Door Car,BN46866,Oregon,5677.465907,College,M,45345,72,0,Personal Auto,99.039453,Four-Door Car
PM19162,Oregon,M,Bachelor,1453678.76%,25805.0,66.0,1/2/00,Personal Auto,Four-Door Car,375.866091,ZU88113,Oregon,M,College,662717.46%,90751.0,82.0,1/1/00,315.826382,Personal Auto,Two-Door Car,CG94611,Oregon,3016.444225,College,M,25630,86,0,Corporate Auto,412.8,Two-Door Car
MS59005,Nevada,M,Bachelor,591330.59%,43676.0,76.0,1/0/00,Personal Auto,Four-Door Car,364.8,SZ75668,Oregon,M,College,747460.58%,44186.0,64.0,1/2/00,295.04969,Personal Auto,Four-Door Car,GK94889,California,5279.124682,College,M,22280,68,0,Personal Auto,169.414572,Four-Door Car
SU71163,Arizona,M,College,277166.30%,59855.0,74.0,1/4/00,Personal Auto,Two-Door Car,355.2,MZ65087,Oregon,M,College,556129.14%,92678.0,70.0,1/0/00,34.689611,Personal Auto,Four-Door Car,QN62538,Nevada,4803.935174,High School or Below,M,0,69,0,Corporate Auto,496.8,Four-Door Car
BD35676,Arizona,M,Master,2919436.64%,35296.0,126.0,1/0/00,Personal Auto,SUV,452.616872,EL61402,Arizona,F,Bachelor,609846.21%,74257.0,76.0,1/0/00,214.586742,Personal Auto,Four-Door Car,UQ13133,Nevada,2608.786334,Master,M,61567,65,0,Personal Auto,39.532978,Four-Door Car
NI44621,Oregon,F,Master,988038.58%,36576.0,125.0,1/1/00,Personal Auto,SUV,113.450122,CJ31839,California,M,Bachelor,285952.89%,99981.0,71.0,1/0/00,204.872273,Special Auto,Four-Door Car,DI65961,Arizona,7832.569008,High School or Below,M,34644,66,0,Personal Auto,316.8,Four-Door Car
EW33419,California,F,High School or Below,1511440.24%,28513.0,100.0,1/1/00,Corporate Auto,SUV,480.0,XM11175,Arizona,M,College,599442.46%,0.0,91.0,1/0/00,655.2,Personal Auto,Four-Door Car,WQ85760,California,4260.33573,College,M,26991,119,0,Corporate Auto,856.8,SUV
HX44948,Oregon,M,Bachelor,575991.08%,85448.0,72.0,1/0/00,Special Auto,Four-Door Car,16.03451,LF41085,Arizona,F,College,563524.95%,19591.0,74.0,1/0/00,95.925021,Personal Auto,Two-Door Car,No35621,Arizona,2369.369299,Bachelor,M,49746,61,0,Personal Auto,624.42874,Two-Door Car
DL36983,Oregon,F,High School or Below,849516.42%,23791.0,110.0,1/3/00,Personal Auto,Two-Door Car,615.27228,MB19556,California,F,College,506720.83%,29095.0,127.0,1/0/00,664.280864,Personal Auto,SUV,IA11644,California,20604.01627,High School or Below,M,0,72,1,Special Auto,723.010515,Two-Door Car
XR87264,California,F,Bachelor,438118.42%,20597.0,112.0,1/0/00,Personal Auto,Four-Door Car,615.256301,HC74532,Oregon,F,Bachelor,226328.46%,0.0,62.0,1/0/00,389.750793,Corporate Auto,Four-Door Car,TV53243,Arizona,2652.067994,College,F,49625,66,0,Corporate Auto,261.549577,Two-Door Car
NN99001,Arizona,F,College,699782.74%,56940.0,87.0,1/0/00,Personal Auto,Four-Door Car,512.66245,SB66770,Arizona,M,Master,1443567.37%,60880.0,119.0,1/0/00,109.906628,Corporate Auto,Two-Door Car,WV53081,Arizona,2597.864075,College,F,49308,65,0,Corporate Auto,150.235884,Four-Door Car
XV95530,Oregon,M,Bachelor,1143058.85%,93210.0,71.0,1/0/00,Personal Auto,Two-Door Car,74.523935,JI25066,AZ,F,Bachelor,492839.71%,61785.0,61.0,1/0/00,271.10697,Personal Auto,Two-Door Car,LL57541,California,7712.436971,Master,F,63624,95,0,Personal Auto,175.243467,Four-Door Car
OL97871,Oregon,F,Bachelor,748248.61%,48992.0,94.0,1/1/00,Personal Auto,Four-Door Car,426.072946,PY98958,Oregon,M,Bachelor,1203662.05%,44428.0,104.0,1/0/00,499.2,Special Auto,SUV,RP27249,Oregon,4698.88415,Master,F,80358,116,0,Personal Auto,443.637243,SUV
HQ23708,Arizona,F,Master,859691.66%,53736.0,71.0,1/0/00,Personal Auto,Two-Door Car,169.287785,RA65645,California,M,High School or Below,856476.82%,95697.0,107.0,1/0/00,178.006524,Personal Auto,Sports Car,OT85112,Washington,3403.919366,College,M,38460,88,1,Personal Auto,91.55098,Four-Door Car
WR63188,Arizona,M,College,785496.08%,25378.0,66.0,1/1/00,Personal Auto,Four-Door Car,419.464143,FQ79356,California,F,Bachelor,236188.39%,18064.0,63.0,1/2/00,182.964184,Personal Auto,Four-Door Car,GV47847,California,4355.702301,High School or Below,M,0,64,0,Personal Auto,460.8,Two-Door Car
NG82219,Oregon,F,Bachelor,258240.85%,76731.0,64.0,1/0/00,Personal Auto,Four-Door Car,201.455005,TM25808,California,M,High School or Below,556569.33%,74720.0,70.0,1/0/00,200.812425,Personal Auto,Two-Door Car,BB48165,California,11095.97445,Bachelor,F,0,101,0,Personal Auto,727.2,SUV
KU29408,Washington,M,Master,907576.82%,37722.0,116.0,1/0/00,Corporate Auto,Sports Car,158.077504,XO46388,California,F,Bachelor,514680.98%,22594.0,67.0,1/0/00,321.6,Personal Auto,Four-Door Car,HH80006,Oregon,3300.684961,High School or Below,F,0,92,0,Personal Auto,711.323244,Four-Door Car
RE46783,California,F,Bachelor,411858.86%,69379.0,103.0,1/0/00,Personal Auto,Two-Door Car,494.4,LB81265,AZ,F,Bachelor,293808.03%,40987.0,73.0,1/0/00,329.013275,Personal Auto,Four-Door Car,TH70115,California,6981.081694,College,M,34835,89,2,Personal Auto,294.691896,Two-Door Car
RU94434,Oregon,M,High School or Below,1215732.99%,57449.0,103.0,1/0/00,Personal Auto,Four-Door Car,494.4,JR38787,Nevada,M,High School or Below,1443274.64%,24561.0,126.0,1/0/00,853.473552,Personal Auto,SUV,WE64781,Oregon,16922.12519,Bachelor,F,93836,139,0,Corporate Auto,497.353106,Sports Car
GI82355,Arizona,M,Bachelor,515281.96%,0.0,68.0,1/0/00,Corporate Auto,Four-Door Car,326.4,KZ22690,California,F,College,1302741.98%,76456.0,83.0,1/1/00,42.693918,Personal Auto,Four-Door Car,KN27565,Oregon,7639.670244,Master,M,34075,196,0,Special Auto,451.896687,Luxury SUV
VO26340,Nevada,M,College,651297.65%,0.0,93.0,1/0/00,Personal Auto,Two-Door Car,669.6,NY49598,California,M,College,245198.88%,65828.0,62.0,1/0/00,297.6,Personal Auto,Four-Door Car,LE85123,Oregon,19237.77089,Bachelor,M,35624,66,2,Personal Auto,227.44626,Four-Door Car
NV61299,Arizona,F,Bachelor,2778969.24%,33806.0,89.0,1/0/00,Corporate Auto,Four-Door Car,395.729716,KY39767,Oregon,F,College,466198.41%,0.0,68.0,1/1/00,489.6,Personal Auto,Four-Door Car,QF76244,Oregon,2915.649943,Doctor,F,83218,72,0,Personal Auto,245.103885,Four-Door Car
DX31066,Washington,F,College,266727.00%,94041.0,66.0,1/0/00,Personal Auto,Four-Door Car,159.756733,YU35386,AZ,F,Bachelor,560001.02%,63621.0,70.0,1/0/00,444.620265,Personal Auto,Four-Door Car,PU73561,Arizona,4196.429642,Bachelor,F,24641,105,0,Personal Auto,504.0,SUV
CY50337,Oregon,F,College,1092840.71%,74965.0,90.0,1/0/00,Personal Auto,Four-Door Car,58.557552,TF82172,AZ,M,College,401613.28%,10074.0,107.0,1/0/00,108.995934,Corporate Auto,SUV,HM38744,Oregon,16473.16905,Bachelor,M,22828,106,0,Corporate Auto,508.8,SUV
TJ20375,Arizona,F,High School or Below,761538.13%,34095.0,63.0,1/0/00,Personal Auto,Two-Door Car,302.4,ER40041,Oregon,F,College,2219580.30%,78965.0,183.0,1/0/00,145.587985,Personal Auto,Luxury Car,ST59524,Oregon,2657.570431,College,M,0,71,0,Personal Auto,340.8,Four-Door Car
EP72155,California,F,College,200435.07%,0.0,66.0,1/4/00,Personal Auto,Four-Door Car,316.8,MS39869,Nevada,F,College,734335.37%,0.0,68.0,1/0/00,479.028818,Personal Auto,Four-Door Car,EZ77297,California,3267.709691,Master,M,28729,90,3,Personal Auto,338.744392,Four-Door Car
JJ76159,California,M,College,243468.12%,96045.0,61.0,1/0/00,Corporate Auto,Four-Door Car,8.582971,PV77906,AZ,M,Bachelor,480451.43%,23604.0,64.0,1/0/00,460.8,Corporate Auto,Two-Door Car,DR84843,Arizona,2584.532849,Bachelor,M,72731,65,0,Personal Auto,125.704164,Four-Door Car
BG15419,Nevada,F,Bachelor,1419536.03%,86355.0,118.0,1/0/00,Personal Auto,Sports Car,285.418473,QF21045,Oregon,F,College,273553.89%,99205.0,68.0,1/0/00,323.246017,Personal Auto,Two-Door Car,MV54498,California,5503.919257,College,F,59932,71,1,Personal Auto,116.600107,Four-Door Car
AO74776,California,F,High School or Below,942768.49%,27824.0,118.0,1/0/00,Personal Auto,SUV,566.4,HF65914,AZ,M,College,694097.28%,0.0,92.0,1/0/00,441.6,Personal Auto,Two-Door Car,EM85557,Washington,8021.067105,College,F,54292,67,0,Personal Auto,321.6,Four-Door Car
HQ82233,California,M,High School or Below,1198242.09%,42995.0,101.0,1/0/00,Personal Auto,SUV,410.508316,AJ58038,California,F,Bachelor,239621.93%,0.0,66.0,1/2/00,433.160284,Corporate Auto,Four-Door Car,FY73682,California,19606.35999,Bachelor,M,0,194,0,Personal Auto,931.2,Luxury SUV
OL72737,Oregon,F,High School or Below,310278.95%,21235.0,79.0,1/0/00,Personal Auto,Two-Door Car,244.23135,ZR88383,Nevada,F,College,538089.86%,55350.0,67.0,1/0/00,321.6,Personal Auto,Four-Door Car,XT54610,California,1904.000852,Bachelor,F,0,63,3,Personal Auto,302.4,Four-Door Car
ZQ59828,California,M,High School or Below,422263.12%,74585.0,106.0,1/0/00,Personal Auto,SUV,218.598065,OT49339,Oregon,M,College,843281.57%,21052.0,111.0,1/0/00,453.578343,Corporate Auto,SUV,CE16324,Nevada,7288.297591,College,F,59414,91,0,Personal Auto,340.32278,Two-Door Car
NZ15548,Oregon,M,Bachelor,402381.44%,41833.0,103.0,1/0/00,Personal Auto,Four-Door Car,643.826716,FI74985,Oregon,F,High School or Below,755650.75%,0.0,69.0,1/0/00,496.8,Personal Auto,Four-Door Car,KX75698,Oregon,5553.521059,High School or Below,M,96587,138,0,Personal Auto,749.244062,SUV
XK61304,California,F,College,529715.18%,23908.0,70.0,1/0/00,Personal Auto,Four-Door Car,336.0,JW15301,AZ,M,High School or Below,778743.17%,24664.0,69.0,1/0/00,496.8,Corporate Auto,Four-Door Car,UV82770,California,11702.34819,Bachelor,M,0,111,0,Personal Auto,532.8,SUV
EJ44139,Oregon,M,Bachelor,2142363.72%,0.0,65.0,1/0/00,Personal Auto,Two-Door Car,312.0,PY20159,Nevada,M,College,478781.29%,45225.0,124.0,1/0/00,209.176923,Corporate Auto,Sports Car,MX95450,Oregon,36897.79765,College,F,0,133,0,Personal Auto,638.4,SUV
CM94425,Arizona,M,Bachelor,441620.62%,61953.0,113.0,1/0/00,Personal Auto,SUV,497.047297,NC42524,California,M,College,970764.76%,30430.0,86.0,1/0/00,425.662574,Special Auto,Four-Door Car,XF96605,California,2957.102851,College,M,94362,74,0,Personal Auto,195.405949,Two-Door Car
OV54878,California,M,Bachelor,463903.52%,0.0,142.0,1/0/00,Corporate Auto,SUV,1022.4,ZG19911,California,F,Bachelor,255222.62%,35149.0,64.0,1/0/00,120.477298,Personal Auto,Two-Door Car,WQ75856,Oregon,19643.54421,Bachelor,F,84488,61,0,Personal Auto,208.885686,Four-Door Car
JF57282,Nevada,M,Bachelor,486354.46%,0.0,137.0,1/0/00,Personal Auto,SUV,657.6,DI89983,California,M,Bachelor,522342.93%,16513.0,71.0,1/0/00,340.8,Personal Auto,Four-Door Car,JG35886,California,4111.888285,College,F,65085,103,0,Personal Auto,480.073548,Four-Door Car
MY37953,Arizona,F,Bachelor,2583090.98%,73760.0,107.0,1/1/00,Personal Auto,Sports Car,230.245772,IG56214,Nevada,M,High School or Below,501044.93%,10892.0,66.0,1/0/00,316.8,Personal Auto,Four-Door Car,XY66810,California,15122.99194,Bachelor,F,0,72,0,Personal Auto,518.4,Two-Door Car
XP64922,Oregon,F,College,297431.49%,23333.0,74.0,1/0/00,Corporate Auto,Four-Door Car,5.622751,CA86085,Washington,M,High School or Below,560831.63%,67176.0,72.0,1/0/00,345.6,Personal Auto,Four-Door Car,ON50913,California,12807.09083,College,F,0,69,0,Special Auto,450.760925,Four-Door Car
WL65572,California,M,College,206445.88%,0.0,61.0,1/0/00,Personal Auto,Four-Door Car,292.8,UO95739,Oregon,M,College,445793.63%,54704.0,113.0,1/0/00,468.176056,Personal Auto,SUV,LS59408,Arizona,2500.241685,High School or Below,M,0,67,0,Personal Auto,664.128009,Four-Door Car
LN50325,Arizona,F,High School or Below,1006460.83%,20440.0,128.0,1/2/00,Corporate Auto,Sports Car,614.4,SB64873,Oregon,M,Doctor,820078.73%,25381.0,71.0,1/0/00,340.8,Personal Auto,Four-Door Car,XQ14689,Nevada,4260.709139,College,M,0,62,0,Personal Auto,446.4,Four-Door Car
HJ15383,Washington,M,Master,803240.19%,27658.0,68.0,1/0/00,Personal Auto,Four-Door Car,160.07526,TE82896,Oregon,F,High School or Below,274608.01%,0.0,74.0,1/0/00,355.2,Personal Auto,Four-Door Car,QF55724,California,2609.533154,Bachelor,M,60798,66,0,Personal Auto,316.8,Four-Door Car
